228,지대방,"지대방은 차를 마시며 담소를 나누는 인사동의 전통찻집이다. 이곳에서 즐길 수 있는 전통차의 종류는 무려 60가지가 넘는데, 직접 수확하거나 자연 재배된 차만을 사용하기 때문에 신선한 전통차를 제대로 즐겨볼 수 있다. 차를 주문하면 다기 세트에 뜨거운 물이 담긴 보온병을 내어주는데 직접 우려 마실 수 있게 사장님이 친절하게 안내해 주신다. 내부는 자연적인 느낌이 들며, 40년의 전통이 물씬 느껴진다. 복잡한 인사동 골목에서 조용한 쉼터 같은 이곳은 내외국",오래가게
229,가미분식,가미분식은 이대역 부근에서 1975년부터 40년 이상 운영 중인 분식집이다. 이화여대를 졸업한 중년의 손님들이 추억 맛집으로 찾기도 하고 젊은이들이 ‘엄마의 단골집’이라며 찾기도 한다. 이곳의 대표 메뉴인 '가미 우동'은 밀가루에 소금만 넣고 두 번 삶아 부드럽고 탱탱한 둥근 면발이 특징이다. 가미우동과 주먹밥 하나면 한 끼 식사가 된다. 문을 여는 시간이 11시 30분인데 이 시간부터 벌써 줄을 서서 대기번호를 받아야 할 정도로 인기가 많다.,오래가게
230,나폴레옹과자점,"전국 5대 빵집이자, 서울 3대 빵집. 1968년 서울 성북구에서 개업하여 2대째 가업을 이어오고 있는 제과점이다. 많은 이들이 이곳에서 제과 기술을 배워 가면서 한국제과업계에 많은 영향을 끼친 전통 있는 베이커리이다. 서울 성북구 동소문동 삼선교 자리에서 처음 문을 연 나폴레옹과자점은 2007년 성북천 복개 공사로 인하여 본점의 위치를 100m 이동해 성북동 입구에 재개장했으며, 1층은 제과점, 2층은 카페로 구성된 베이커리 카페로 운영하고 있다.
 ",오래가게
231,청원산방,"‘청원산방’이라는 이름은 심용식 소목장의 호인 ‘청원(淸圓)’에서 따온 것으로 ‘맑고 둥글다’는 뜻을 지니고 있다. 여전히 전통 방식으로 모든 문을 수작업으로 만드는 이곳은, 한옥 건축의 얼굴이라 할 수 있는 창호의 짜임 방식을 연구하고 기술을 보전하고 있다. 전통 창호를 현대적으로 재해석하여 독창적인 창호를 창작하기도 하는 심용식 장인은 그 업적을 인정받아 2006년 서울시 무형문화재 제26호 소목장으로 선정되었다.",오래가게
232,한상수자수박물관,"대한제국과 일제강점기를 거쳐 명맥이 끊긴 한국 자수를 되살리기 위해 1960년대 유물을 모아 분석하고, 한국의 전통 자수 기법을 복원한 흔적을 전부 보존하는 고유의 공간이다. 1963년 문을 연 한국수공예학원이 한상수자수박물관의 시초다. 한국 자수를 보존하고 대중에게 알리기 위해 복합문화공간으로 자리매김하였다. 국가무형문화재 자수장 한상수의 뒤를 이어 장녀가 2대 관장으로 박물관을 운영하고 있으며, 3대 승계를 준비하고 있다.",오래가게
233,하늘물빛 (전통 천연 염색 연구소),"20년 넘게 3대째 운영을 하고 있는 전통 천연염색 공방 하늘물빛. 사라진 쪽 염색을 1대 조일순장인이 일본에서 쪽 씨앗을 들여와 다시금 부활하는데 큰 역할을 하셨다. 천연 염색의 장점인 색을 통한 힐링, 실제로 항균작용도 되어 차별점을 두고 있다.",오래가게
234,경인미술관,"  1983년, 경인 이금홍 선생이 설립한 경인미술관은 예술인의 문화 공간일 뿐만 아니라 관광명소로도 널리 알려진 곳이다. 미술관이란 어느 특정인의 공간이 아닌 남녀노소 누구나 친근하게 접할 수 있는 장소임을 보여주고자 하는 설립자의 의지가 담겨 있다. 내부는 아틀리에를 포함하여 총 6개의 전시관과 야외정원, 전통다원으로 구성되어 있으며, 봄가을에는 야외정원에서 콘서트가 열린다.",오래가게
235,소극장 산울림,"1969년 창단된 극단 산울림은 사무엘 베케트의 <고도를 기다리며>를 한국 초연을 시작으로 한국을 대표하는 극단으로 성장했으며, 1985년 전용 극장인 ‘소극장 산울림’을 개관하였다. 이곳은 고전극은 물론 실험적인 현대극 등 수많은 작품을 무대에 올리며 현대 연극의 새로운 역사를 썼다. <위기의 여자>, <엄마는 오십에 바다를 발견했다> 등 사회에 큰 울림을 준 여성 연극을 탄생시킨 곳이다. 1층엔 ‘산울림 아트 앤 크래프트’라는 갤러리&아트샵을 함께 ",오래가게
236,가무,"1972년부터 시작된 명동의 커피숍으로 비엔나커피가 유명하다. 고풍스러운 분위기의 가구들이 즐비하며, 3층 규모의 쾌적하고 넓은 공간이 눈에 띈다. 가게 한편에는 중국 대사관 정원이 내려다보여서 도심 속 녹음을 눈으로 즐길 수 있는 장소다. 크림의 달콤함과 커피의 쌉싸름함을 동시에 느낄 수 있는 비엔나커피를 찾아 근처 청와대와 남산에서 손님들이 방문한다.",오래가게
237,서울약령시 한의약박물관,"우리나라 최대 한약 유통시장인 약령시에 있는 한의약 박물관은 한의약의 계승과 발전을 위해 다양한 자료를 수집 및 관리, 보존하고 있다. 또한, 한의약의 역사를 비롯해 여러 한약재의 실물 전시를 마련해 한의약에 대한 정보 제공 및 이해를 돕고 있다. 관람료는 유료이다.",미술관&박물관
238,토탈미술관,"토탈미술관에는 전시장, 미술관 아카데미, 자료실, 아트숍, 야외 공연장 등이 마련되어 있다. 또한, 음악회, 이벤트, 세미나 등 여러 장르를 아우르는 프로그램을 즐길 수 있다. 회원을 대상으로 교육 프로그램과 미술관 음악회도 제공한다. 관람료는 전시에 따라 변동될 수 있다.",미술관&박물관
239,박물관은 살아있다-인사동점," ‘박물관은 살아있다’ 인사동점은 다양한 인터렉티브 아트와 약 80여 점의 명화 및 키덜트 작품을 만나볼 수 있다. 트릭 아트, 오브제 아트, 미디어 아트 작품이 각기 색다른 테마와 함께 준비되어 있으며 대표 작품으로는 금발의 섹시 심벌인 먼로가 다리를 잡아 먹은듯 연출할 수 있는 ‘마릴린먼로의 식사’, 대형 레코드판 위를 뛰면 ‘강남 스타일’ 등 흥겨운 댄스 음악이 연주되는 ‘대형 축음기’가 있다. 또한 2016년에 새롭게 선보이는 ‘블랙 원더랜드’는",미술관&박물관
240,서울시립미술관 (서소문본관),"덕수궁 돌담길에서 정동길로 접어들면 고풍스러운 건물 한 채가 우뚝 서 있다. 서울시립미술관 서소문 본관이다. 전시보다 먼저 미술관 건물 자체의 건축미가 두드러진다. 미술관 측은 르네상스 양식인 옛 대법원 건물의 전면부는 그대로 보존하고 후면부에 현대식 건물을 신축했다. 미술관에 들어섰을 때 가장 처음 만나는 공간이 바로 옛 건물의 전면부와 새 건물의 벽면을 유리로 연결한 매개 공간이다.
특히 유리 천장으로 쏟아지는 자연광은 정말 매력적이다. 서울시립미술",미술관&박물관
241,대한민국역사박물관,"대한민국역사박물관은 19세기 말 개항기부터 오늘날에 이르는 대한민국의 역사를 종합적, 체계적으로 보여주는 국내 최초의 국립 근현대사 박물관이다. 대한민국역사박물관은 지상 8층 건물에 4개의 상설전시실과 2개의 기획전시실, 수장고, 세미나실, 강의실, 카페, 문화 상품점, 옥상 정원 등을 갖추고 있다. 4개의 상설전시실에는 안중근 의사 유묵, 3․1 독립선언서, 6․25 전사자 유품, 민주화 운동 관련 자료 등, 약 1,500여 점의 근현대사 관련 자료가",미술관&박물관
242,한국은행화폐박물관,"한국은행본관에서는 국내·외 화폐 20,000여 점의 전시를 비롯해 화폐의 제조과정부터 한국 경제의 발전과정까지 방대한 자료를 제공하고 있다. 총 네 개의 전시장과 정보자료실로 이루어져 있다. 학생과 시민을 위한 화폐 관련 학습장과 문화 공간으로서 개방되었으며 입장료는 무료이다.",미술관&박물관
243,국립현대미술관 덕수궁관,"국립현대미술관 덕수궁관은 1998년 덕수궁 내 분관으로 개관하였다. 인근에 세종문화회관, 정동공원, 서울시립미술관, 남대문 시장 등이 있어 여러 관광지를 함께 둘러볼 수 있다. 시청역 1번 출구를 이용하면 쉽게 방문할 수 있다. 관람료는 전시에 따라 변동된다.",미술관&박물관
244,한성백제박물관,한성백제박물관은 송파구의 고대 역사 유적지에 설립된 시립박물관으로 백제의 역사와 유적을 보존하고 있는 곳이다. 과거 백제의 유물들을 보존하고 계속해서 연구하고 있는 곳으로 4D 영상 체험을 비롯해 특별 전시관에서는 백제의 역사뿐만이 아닌 다른 시대의 역사도 배울 수 있다.,미술관&박물관
245,성곡미술관,성곡미술관은 쌍용그룹 창업자 성곡 김성곤을 기념하여 그의 저택 자리에 건립되었다. 연 15회 이상의 전시회를 개최하며 한국미술의 정체성을 확립하는 것을 목표로 하는 미술관이다. 세 개의 전시관으로 나누어져 있으며 야외조각공원과 숲을 갖추고 있어 휴식공간으로도 사용된다.,미술관&박물관
246,쇳대박물관,"2003년 대학로에 적갈색의 건축물 하나가 들어섰다. 승효상의 쇳대박물관이다. 승효상은 코르텐 강(내후성 강판, 녹슨 철의 느낌) 소재로 자신의 미학을 드러냈다. 코르텐 강은 시간이 지날수록 매력을 발산하는 건축 소재. 코르텐 강으로 만든 쇳대박물관은 대학로의 역사를 대변하는 랜드마크로 부상했다. 쇳대박물관은 최홍규 관장이 세웠다. 박물관에 전시한 4000여 점의 쇳대는 그가 19세 때부터 수집한 것이다. 전시실은 총 3개로 구성되어 있다. 우리 민족의",미술관&박물관
247,손기정기념관,손기정기념관은 손기정 선수의 뜻을 기리기 위해 손기정 선수의 모교인 양정의숙을 고쳐 그의 탄생 100주년인 2012년에 개관하였다. 1936년 베를린 올림픽 마라톤 금메달리스트인 그는 한국이 나라를 잃었을 때 한국인의 긍지를 높여주었던 영웅으로 알려져 있다. 상설전시는 무료이며 특별 기획전시가 열리기도 한다.,미술관&박물관
248,춘원당 한의약박물관,"2008년 개관한 춘원당 한방박물관은 탕전실, 품질검사실 및 문화공간, 진료실, 치료실 등으로 총 지하 1층, 지상 6층으로 이뤄져 있다. 삼국시대에서 조선시대까지의 한방에 관련된 다양한 유물이 상설전시실에 비치되어 새로운 개념의 한방복합문화 공간으로 인기를 얻고 있다.",미술관&박물관
249,서울대학교 미술관 MoA,"서울대학교 미술관 MoA는 대학교 건물 사이에 자리 잡고 있다. 세계적인 건축가 렘 쿨하스가 설계한 건물로 전시와 교육이 함께 진행된다. 밖에서 보면 자연광을 그대로 흡수하는 반투명 유리 건물이 사다리꼴 모양으로 공중에 떠 있는 형상이다. 내부로 들어서면 기둥 없이 나선형 계단으로 각 층이 연결돼 있는 독특한 구조가 눈에 띈다. 건물 자체가 작품이다. 2, 3층 전시실의 나무 바닥은 따스한 느낌을 준다. 서울대학교 미술관은 회화, 조각, 판화, 디자인,",미술관&박물관
250,초전섬유퀼트박물관,초전섬유퀼트박물관은 1998년에 설립된 섬유 및 퀼트 작품을 전시하는 박물관이다. 전문적으로 섬유 예술 작품을 전시하는 한국 유일의 박물관이기도 하다. 조선왕조 궁중의상과 전통자수도 전시되어 동양과 서양의 바느질문화를 한곳에서 확인할 수 있다.,미술관&박물관
251,서울시립과학관,"서울시립과학관은 강북권역에 과학문화시설을 확충해 지역별 과학문화 격차를 해소하고 서울의 권역별 균형발전을 도모하기 위해 노원구 하계동에 서울시 최초로 2017년에 개관하였습니다. 청소년 대상 과학체험관으로 6개 상설전시관에 221종 전시물,수도권과학관 순환전시물인특별기획전(사물의 역사2) 전시장을 운영하고 있으며, 가족이 함께 즐기는 과학 만들기 체험학습, 초․중․고 단체과학수업, 전문가 특강, 과학실험, 자연생태 프로그램 등 다양한 교육 및 행사를 진",미술관&박물관
252,갤러리 지우헌,"갤러리 지우헌은 ㈜디자인하우스에서 운영하는 전시 공간으로 북촌한옥마을에 위치하고 있습니다. 한옥을 개조한 독특한 구조로 전통적인 미감과 현대적인 편의성을 두루 갖추고 있으며, 2016 서울우수한옥으로 선정되었을 만큼 뛰어난 건축미를 갖고 있습니다. 과거의 역사를 담고 있는 공간에서 현대미술을 조명하는 시공간적 특징을 가진 갤러리로서 동시대 미술의 흐름에 동참하며 국내·외 괄목할 만한 신진 작가 발굴을 도모합니다.",미술관&박물관
253,거안,"인사동 쌈지길에 있는 느타나무 전문 수제 원목 가구점인 거안은 1981년 문을 연 이후 30년이 훌쩍 넘는 동안 전통을 이어온 장인 브랜드다. 가게 이름 ‘거안’은 한자로 ‘우리 것을 쓰면 편안해진다’는 뜻을 담았다. 디자이너인 아버지가 창업한 이후, 시카고에서 가구를 전공한 아들이 신기술과 디자인 감각을 더해 더욱 아름다운 가구를 만들고 있다. 제품은 느티나무를 주로 선택하여 사용하고 질 좋은 최고의 목재들을 가지고 있다.",미술관&박물관
254,김중업 건축문화의집,"1970년대 지어진 이 2층짜리 단독주택을 1986년 김중업이 한국 전통 건축을 바탕으로 집 안 곳곳에 이국적인 요소들을 가미하여 리모델링했다. 이곳은 당시 중산층의 주택 문화를 엿볼 수 있으며, 2017년 ‘서울미래유산’으로 지정되었다. ‘김중업 건축문화의집’은 우리나라와 서양의 건축 양식을 주택 안에 조화롭게 담고 있다. 2층 거실은 한옥에 주로 쓰이는 우물마루와 서까래 구조, 창호지가 발린 창문을 현대적 감각으로 풀어냈다. 그러면서도 화장실은 유럽",미술관&박물관
255,최만린미술관,"",미술관&박물관
256,박노수미술관,1937년 친일파 윤덕영이 자신의 딸을 위해 지어진 이 집은 1973년 남정 박노수 화백의 보금자리가 되었다. 약 40여 년 간 이곳에서 생활하며 작품 활동에 몰두했던 박노수 화백은 자신의 작품과 함께 고택(古宅)을 사회에 환원했다. 오랜 역사를 가진 고택은 종로문화재단에 의해 2013년 미술관으로 재탄생했다. 80여 년이라는 긴 세월에도 불구하고 관리 보존이 잘 된 이 건물은 문화재적 가치를 인정받아 1991년 서울시문화재자료 제1호로 등록되기도 했다,미술관&박물관
257,김근태기념도서관,"북한산 국립공원으로 향하는 길목에 위치한 '김근태기념도서관'은 라키비움(larchiveum)으로 책을 읽는 도서관인 동시에, 민주주의와 인권의 이야기를 담은 박물관이자, 미술품을 감상할 수 있는 미술관입니다. 두 개 동의 양 끝을 다리로 연결하면서 생긴 중정은 김근태기념도서관에서 가장 열린 공간으로, 햇빛과 바람을 직접 몸으로 느낄 수 있습니다. 도서관이자 미술관답게 중정에는 설치 작품이 놓여 있어 자연 속에서 미술품을 관람할 수도 있습니다. '산바람길",미술관&박물관
258,한국금융사박물관,신한은행에서 운영하는 한국금융사박물관에서는 더불어 발전해 온 한국 금융의 발전 모습을 한 눈에 살펴 볼 수 있는 기회를 제공하고 있다. 또한 한반도 화페 및 금융의 역사를 누구나 쉽게 알 수 있도록 무료 오디오 가이드도 제공하고 있으니 해당 서비스도 놓치지 말고 이용해 보자.,미술관&박물관
259,국립기상박물관,"조선시대부터 근현대까지 우리나라 기상 문화를 연구하고, 보존하는 국내 최초 기상과학역사 박물관입니다. 서양보다 200여 년 앞서 발명된, 세계에서 현존하는 유일한 측우기  ‘공주 충청감영 측우기(公州 忠淸監營 測雨器)’를 소장하고 있습니다.  

국립기상박물관이 설립된 이곳 서울기상관측소는 우리나라 근현대 기상 역사의 중심지입니다. 1907년 경성 원남동에서 시작된 근현대 기상관측은 낙원동을 거쳐 이곳 송월동으로 이전하였습니다. 1932년 설립 당시의 ",미술관&박물관
260,서울생활사박물관,"서울생활사박물관은 근현대 생활사 박물관으로 시민들의 기억들을 추억하고 교감할 수 있는 전시들과 프로그램이 운영되는 장소이다. 서울 풍경, 서울살이를 다루는 서울 생활사 전시실, 어린이 체험실과 다양한 전시가 이루어지는 기획전시실 등 모두가 즐길 수 있는 시설들이 있다.

* 촬영지: 서울생활사박물관",미술관&박물관
261,서울공예박물관,"서울공예박물관은 전통공예와 현대공예가 하나 되는 열린 공간을 지향하고, 공예의 가치를 공유하며 공예의 미래를 여는 열쇠가 되기를 지향하는 박물관이다. 흙을 반죽하여 불에 굽고, 무늬를 새겨 사용하던 오래 전 인류의 생존 본능과 활동이 ‘공예의 시작’이라고 보고, 공예가 지닌 기술적, 실용적, 예술적, 문화적 가치를 다양한 전시와 프로그램, 자료와 시스템을 통해 전달하고자 한다.",미술관&박물관
262,국립항공박물관,"국립항공박물관은 국토교통부에서 대한민국의 항공역사를 체계적으로 정리하고 항공산업에 대한 이해 도모를 위해 김포공항에 건립한 항공분야 최초의 국립박물관입니다. 국립항공박물관은 크게 세계 및 대한민국 항공 역사에 대해 알 수 있는 항공역사관, 항공강국의 위상과 항공산업의 현재를 엿볼 수 있는 항공산업관 그리고 다양한 미래항공기술을 통해 변화할 생활 문화를 만날 수 있는 항공생활관으로 나뉘어 있습니다. 천장에 행잉되어있는 역동적인 실물 비행기와 기획전시관을 ",미술관&박물관
263,KCDF갤러리,"전통의 거리, 인사동에 위치한 공예전시 전문 공간KCDF갤러리는 공예 산업의 진흥을 도모하고, 공예인들을 위한 소통과 일상에서의 공예 소비 문화 확산에 기여하기 위하여 조성되었다. 공예디자인 문화 산업 종사자들을 위한 전시와 교육, 세미나 공간과 함께 다양한 공예디자인 관련 서적과 자료를 갖춘 연구 공간인 KCDF 도서관이 위치해 있으며, 1층 KCDF 갤러리샵에서는 한국을 대표하는 장인, 작가들이 만들어낸 우수 공예 상품들을 구입할 수 있다.

한국공",미술관&박물관
264,스마트서울 전시관,"'스마트서울전시관'은 시민청 지하1층에 위치하고 있으며, '데이터를 기반으로 시민의 삶이 변화되는 도시, 서울'이라는 주제로 데이터를 통한 다양한 도시 행정서비스와 정책들을 한 눈에 살펴볼 수 있는 공간입니다. 언제 어디서나 누구나 쉽게 스마트서울의 모습을 직접 확인하고 체험해 볼 수 있는 장소로서 서울 시민과 함께 스마트시티를 만들기 위하여 여러분의 이야기에 항상 귀를 기울이고 있습니다. 미래를 향한 상상이 현실이 되는 스마트 도시 서울의 모습을 스마",미술관&박물관
265,국립한글박물관,국립한글박물관은 우리 민족 최고의 문화유산인 한글의 문자적·문화적 가치를 창출하고 널리 알리기 위해 2014년 10월 9일 문을 열었습니다. 국립한글박물관은 국내외 흩어져 있는 한글 자료를 조사·수집·연구하고 한글의 문화적 다양성과 미래 가치를 전시를 통해 보여주며 세대와 국적을 넘어 소통과 공감을 지향하는 한글 교육으로 한글문화를 꽃피우는 곳입니다. ,미술관&박물관
266,용산공원갤러리,"용산기지 내 위치한 '용산공원 갤러리'는 서울시와 주한미군기지사령부가 공동 운영중인 전시관이다. 이 건물은 1908년 일본군이 육군창고로 건축하여 활용되었다. 한국전쟁 후 USO(미국위문협회)로 사용하다 2018년에 이전완료하고 폐쇄된 곳이다. 2018년 11월에 개관한 용산공원 갤러리는 미군기지 건물을 활용하여 시민에게 개방한 최초의 사례이며, 상징적인 곳이다. 서울시는 2019년부터 용산기지 버스투어와 연계와 시민소통공간을 추가 조성하여 다양한 시민",미술관&박물관
267,서울기록원,"서울기록원은 서울특별시 시정기록과 서울시민의 기억과 기록을 수집하여 전문적으로 보존, 관리하고 대시민 기록정보서비스를 제공하는 공공아카이브다. 더불어 문화기관으로서 전시 및 열람, 다양한 시민 프로그램을 기획, 운영하고 있다.",미술관&박물관
268,아라리오뮤지엄 인 스페이스,"아라리오뮤지엄은 ㈜아라리오의 창업자인 김창일 회장이 설립한 아트뮤지엄이다. 서울에 설립된 아라리오 뮤지엄은, 김수근 건축가의 대표작인 동시에 그의 사무실과 자택으로도 사용되는 등 건축사적으로 의미가 깊다. 아라리오 뮤지엄은 현대미술의 문화적 가치를 자연스럽게 표현하며, 과거와 현재가 교차하는 문화공간으로 우리들에게 다가온다.",미술관&박물관
269,셋이서문학관,"삼각산금암미술관 옆으로 나란히 자리한 셋이서 문학관은 천상병, 중광, 이외수 세 작가의 작품을 통해 이들의 개성 있는 문학세계를 살펴보는 북카페 겸 전시 공간입니다.   다양한 문학 도서로 둘러싸인 1층 한옥 온돌방에서는 시 교실, 수필 교실,  문학콘서트 등이 진행되며 2층에 마련된 '작가의 방'에는 이들의 작품과  친필 원고, 사진 및 소품 등이 전시되어 있습니다. ",미술관&박물관
270,성신여대 복식박물관 및 자연사박물관,"2011년 11월 23일 문을 연 정원 박광훈 복식박물관은 서울시 무형문화재 제11호인 침선장 정원(淨源) 박광훈 선생이 기증한 600여 점의 복식을 포함하여 2,000여 점이 넘는 직물류, 장신구류 등이 전시되어 있는 전문박물관으로 우리나라의 출생 복식에서부터 평상복, 혼례 복식과 궁중의례복식, 그리고 임종시의 수의에 이르기까지 다양한 복식과 장신구 등이 전시되어 있다.
같은 건물의 지하에 있는 자연사박물관은 1970년대부터 약 40여 년간 축적해 온",미술관&박물관
271,서울하수도과학관,서울하수도과학관은 우리나라 최초로 하수도를 테마로 한 과학관으로 하수도의 역사와 과학을 알리기 위해 2017년 개관하였습니다. 우리나라 최초의 하수처리장이었던 청계천하수처리장 부지에 과학관을 건립하여 그 역사적 의미와 가치를 이어가고 있습니다. 국내외 하수도의 역사⸳기술⸳미래상을 전시하고 있는 과학관과 하수처리시설을 직접 견학할 수 있는 물재생센터가 함께 운영되고 있는 현장 중심형 공간이기도 합니다. 환경교육의 중심지인 서울하수도과학관에서는 하수의 정화,미술관&박물관
272,서울도시재생이야기관,"서울도시재생이야기관은 도시재생의 다양한 주체들이 네트워킹하고 도시재생에 대한 이해와 인식을 심화하는 학습의 공간입니다. 또한 도시재생 지역 안에서 주민 스스로 지역을 관리하고 활성화하며 일자리를 만드는 등 도시재생기업으로 성장하는 데 필요한 지원을 제공하는 인큐베이팅 공간입니다. 상설전 <만 개의 풍경, 만개의 서울>은 서울형 도시재생사업의 고유한 역사를 기록하고 체험할 수 있도록 구성되었으며 기획전이 열리는 <핸즈인서울>은 도시재생기업이 지역사회에서 ",미술관&박물관
273,서울역사박물관 온라인 교육 서비스,"서울역사박물관은 집에서도 서울 역사 강좌 및 박물관 소장품, 체험 교구를 즐길 수있는 다채로운 온라인 교육프로그램을 마련했다. 성인 대상 교육 <박물관 유물로 보는 서울Ⅲ-서울역사박물관 소장 보물들>, 청소년 대상 교육 <집콕! 박물관콕! 퀴즈콕!>, 가족 대상 교육 <안녕! 전차 381호> 그리고 외국인 대상 교육 <세뮤-예올 렉쳐>까지 총 4개의 프로그램을 서울역사박물관 홈페이지에서 만나볼 수 있다.   ",미술관&박물관
274,서소문성지역사박물관,"서소문성지역사박물관은 조선 후기 한국 교회사를 한눈에 살펴볼 수 있는 역사박물관이다.  
 입구에서 이승훈의 '월락재천수상지진'이 새겨진 진입로를 지나면 진입광장이 등장한다. 전시된 작품들을 따라 걷다 보면 지하 1층의 도서관과 세미나실이 등장한다. 지하 2층에는 기획 전시와 기획 소강당이, 지하 3층에는 전시시설인 콘솔레이션홀, 상설전시실 그리고 하늘광장이 있다. 
 관람객들 사이에서 가장 인기가 많은 장소는 하늘광장이다. 이 장소는 지하 3층에서 지",미술관&박물관
275,아모레퍼시픽미술관,"아모레퍼시픽 미술관은 서울시 용산의 아모레퍼시픽 신본사에 새롭게 문을 연 미술관이다. ‘일상 속의 아름다움을 발견하는 열린 공간’을 지향하고, 대중과 소통하기 위해 설립되었다. 이런 목적에 따라 한국 고미술과 국내외 현대미술을 수집·연구·전시하며, 관련 연구자 및 학회, 젊은 작가를 지원한다.
 지하 1층 전시실에서는 고미술과 현대미술, 한국미술을 아우르는 다채로운 기획 전시가 열린다. 지상 1~3층까지 이어진 대형 공간 ‘아트리움’ 1층에는 미술관 로",미술관&박물관
276,쉼박물관,쉼박물관은 잊혀져 가는 문화를 보존하고 현대 문화예술과 접목시켜 새로운 문화를 만들고자 하는 박물관이다. 삶과 죽음이라는 결코 가볍지 않은 주제를 일상에서 편히 다뤄보고자 설립자의 집을 전시실과 휴식처로 개조하였다. 또한 소장품들과 현대작가들의 주제전도 다양하게 기획하여 관람객들과 편안한 소통을 해 나가고자 한다.  ,미술관&박물관
277,배재학당역사박물관,"배재학당역사박물관은 한국 최초의 서양식 학교 건물이자 근대식 중등 교육기관이다. 옛 배재학당의 교실로 사용된 바 있으며 현재는 상설전시관, 기획전시관, 체험교실, 세마나실로 조성되어 있다. 상설전시관에서는 재현한 1930년대 배재학당의 교실을 만나볼 수 있다. 입장료는 무료이다.",미술관&박물관
278,경희대학교 한의학역사박물관,"경희대학교 한의학 역사박물관에는 고전 의서, 임상기록, 한의학에 관련한 유물 등이 전시되어 있다. 한국 한의학의 역사적 발전 과정이 시대별로 게시되어 있으며 일반인도 관람이 가능하다. 회기역 1번 출구와 외대앞역 1, 5, 6번 출구를 이용하면 보다 접근하기 쉽다.",미술관&박물관
279,경희대학교 중앙박물관,"경희대학교 중앙박물관은 경희대학교 부속 박물관으로 1955년 설립되었다. 주로 주먹도끼, 빗살무늬토기 등 고고·역사 유물을 전시하며 국내 최초의 시베리아 전시시설을 운영한다. 이용요금은 무료이다. 정기문화답사와 초청강연회 및 문화포럼 등의 프로그램도 운영한다.",미술관&박물관
280,서울도서관 (옛 서울시청사),"서울도서관은 옛 서울시 시청사를 개조하여 만들어진 공공도서관이다. 문화관광해설사의 설명과 함께 서울도서관과 신축된 서울시청 신청사를 모두 두루 볼 수 있는 '시청사 통통 투어' 프로그램도 마련되어 있다. 시청역 4번, 5번 출구를 이용하면 쉽게 찾을 수 있다.",미술관&박물관
281,오보코 갤러리,"복합적 문화공간인 오보코(OVOCO) 갤러리에서는 주얼리 전시를 비롯해 미술, 음악, 아카데미 등 다양한 문화행사가 이뤄지고 있다. 드라마<보스를 지켜라>의 차회장(박영규 분)과 그의 아들 차지헌(지성 분)이 사는 회장님의 집으로 등장한 바 있다. 예약제로 운영된다.",미술관&박물관
282,국립중앙도서관,국립중앙도서관은 한국의 지적문화유산을 체계적으로 수집해 보관하고 있는 우리나라 대표 도서관이다. 본관과 별관으로 이뤄진 현 도서관은 서초공원으로 둘러싸여 조용하고 아름다운 경관을 지닌 것이 특징이다. 이용객들을 대상으로 견학프로그램도 운영 중이다.,미술관&박물관
283,국립현대미술관 서울관,"국립현대미술관 서울관은 민현준 건축가에 의해 설계되어 '문화의 거리' 삼청로에 2013년 11월 개관하였다. 서울관 부지는 조선시대 소격서, 종친부, 규장각, 사간원이 있던 자리로서 한국 전쟁 후에는 국군수도통합병원, 기무사 등이 위치했던 역사적 유래를 가진 정치, 문화의 중심지이다.

국립현대미술관 서울관은 전시동 및 교육동을 비롯하여 디지털정보실, 멀티프로젝트홀, 영화관 등 다양한 시설을 갖춘 복합문화예술센터이다. 현대미술의 흐름을 한 눈에 볼 수 ",미술관&박물관
284,국립국악원박물관,"국립국악원박물관은 우리나라 최초의 국악 전문박물관으로 우리 고유음악의 장점을 배우고 느낄 수 있는 곳이다. 각종 국악 관련 자료와 유물 6,000여 점을 소장하고 있다. 일곱 가지 주제로 꾸며진 6개의 상설 전시관에는 각 주제에 걸맞은 각종 국악기와 영상들이 전시되어 있다.",미술관&박물관
285,피규어뮤지엄W,피규어뮤지엄W는 다양한 종류의 피규어들과 장난감들이 전시된 박물관이다. 남녀노소를 불문하고 애니메이션을 좋아하고 피규어에 관심 있는 사람이라면 누구나 좋아할 장소이다. 현재 상설 전시로는 슈퍼 히어로와 애니 히어로 피규어들이 전시되어 있다.,미술관&박물관
286,김종영 미술관,"김종영 미술관은 한국현대조각의 선구자로 불리는 조각가 김종영을 기리며 동시에 젊은 작가들을 후원하기 위해 설립되었다. 본관에서는 김종영의 상설 특별전이, 신관에서는 신인 작가들의 기획전이 열린다. 상반기와 하반기로 나누어 미술·교양 강좌도 진행하고 있다. 입장료는 무료이다.",미술관&박물관
287,가나아트센터,"전시, 공연, 아카데미, 옥션이 함께하는 가나아트센터는 세계적인 건축가 장 미셸 빌모트(Jean Michel Wilmotte)가 설계한 850평 규모의 복합문화 공간이다. 미술관 순회 버스를 이용하면 쉽게 방문할 수 있다. 순회 버스는 월요일과 명절을 제외하고 연중무휴이다.",미술관&박물관
